日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/03/19,28735626,379859244,13.3,13.65,12.8,13.25,-0.25,7318
109/03/20,24582604,337693906,13.4,13.95,13.4,13.9,0.65,6201
109/03/23,10675163,142591766,13.2,13.5,13.0,13.5,-0.4,3366
109/03/24,14460211,198672633,13.7,13.95,13.55,13.55,0.05,4410
109/03/25,14176474,197036413,13.75,14.0,13.75,13.85,0.3,4856
109/03/26,33163762,486325585,14.3,15.2,14.05,14.95,1.1,10509
109/03/27,32015692,488210760,15.55,15.7,14.75,14.75,-0.2,10332
109/03/30,56185662,886309427,14.7,16.2,14.65,16.2,1.45,16611
109/03/31,40058658,637820449,16.2,16.4,15.6,15.6,-0.6,13120
109/04/01,26205688,414297885,15.75,16.1,15.6,15.65,0.05,8867
109/04/06,15410809,243615082,16.0,16.0,15.6,15.85,0.2,5257
109/04/07,25022914,393445174,16.05,16.1,15.45,15.6,-0.25,8139
109/04/08,17618975,277358450,15.55,16.0,15.45,16.0,0.4,5555
109/04/09,14302338,226564083,16.1,16.2,15.65,15.65,-0.35,4743
109/04/10,9966769,157203394,15.8,15.9,15.65,15.9,0.25,3304
109/04/13,8143502,128497659,15.8,15.9,15.6,15.8,-0.1,2490
109/04/14,16850864,269155653,15.85,16.1,15.8,15.95,0.15,4907
109/04/15,15763520,251566220,16.1,16.15,15.85,16.0,0.05,4748
109/04/16,13475530,213338116,15.85,15.95,15.75,15.85,-0.15,4306
109/04/17,19792928,314971682,16.05,16.1,15.75,15.75,-0.1,6018
109/04/20,10636064,167598685,15.8,15.95,15.45,15.9,0.15,3286
109/04/21,16610086,256694650,15.75,15.9,15.2,15.2,-0.7,5601
109/04/22,10689664,164677352,15.1,15.55,15.0,15.55,0.35,3472
109/04/23,9365271,146812834,15.65,15.8,15.5,15.7,0.15,3043
109/04/24,7180065,112843397,15.7,15.8,15.6,15.65,-0.05,2227
109/04/27,14758776,236116916,15.75,16.15,15.75,16.0,0.35,4258
109/04/28,9772414,157131424,16.2,16.2,16.0,16.0,0.0,2921
109/04/29,26242886,433940693,16.2,16.75,16.15,16.55,0.55,7893
109/04/30,18857440,313144530,16.7,16.9,16.4,16.65,0.1,5264
109/05/04,14194997,228793928,16.05,16.25,16.0,16.15,-0.5,4426
109/05/05,16413190,263720340,16.3,16.35,15.95,15.95,-0.2,4685
109/05/06,10951396,174394844,15.9,16.05,15.8,15.95,0.0,3793
109/05/07,13906458,225857550,16.05,16.35,16.0,16.3,0.35,4067
109/05/08,11421175,187248130,16.55,16.6,16.25,16.35,0.05,3487
109/05/11,11796446,193905647,16.5,16.5,16.35,16.45,0.1,3198
109/05/12,11338991,185834725,16.4,16.5,16.3,16.35,-0.1,3472
109/05/13,6065945,99458528,16.35,16.45,16.3,16.4,0.05,1740
109/05/14,8318615,135215296,16.4,16.45,16.1,16.15,-0.25,2422
109/05/15,9131186,148275353,16.35,16.35,16.05,16.25,0.1,2308
109/05/18,6298112,102626107,16.4,16.4,16.15,16.3,0.05,2046
109/05/19,10694450,175153380,16.5,16.5,16.25,16.35,0.05,2940
109/05/20,7374489,120137021,16.4,16.45,16.15,16.3,-0.05,2488
109/05/21,9138051,149897261,16.3,16.45,16.3,16.45,0.15,2296
109/05/22,10696013,173093038,16.35,16.35,16.05,16.1,-0.35,2860
109/05/25,6006475,96243751,16.15,16.2,15.9,16.05,-0.05,1896
109/05/26,6967570,113454118,16.2,16.35,16.15,16.3,0.25,2127
109/05/27,8646627,141448546,16.35,16.45,16.25,16.4,0.1,2583
109/05/28,7912975,129569726,16.45,16.5,16.25,16.35,-0.05,2237
109/05/29,29347996,481966909,16.35,16.6,16.25,16.35,0.0,4760
109/06/01,27139541,460308397,16.5,17.2,16.45,17.1,0.75,8365
109/06/02,13690060,233600298,17.05,17.2,16.95,17.15,0.05,4471
109/06/03,11270894,195783903,17.4,17.5,17.3,17.35,0.2,4299
109/06/04,16694102,293846937,17.75,17.8,17.45,17.45,0.1,5955
109/06/05,8884549,155330840,17.4,17.6,17.25,17.45,0.0,3082
109/06/08,12705282,223080069,17.6,17.8,17.35,17.55,0.1,3722
109/06/09,12025027,212971284,17.7,17.9,17.55,17.6,0.05,3706
109/06/10,11861030,209567043,17.65,17.75,17.5,17.65,0.05,3365
109/06/11,16013771,281571016,17.65,17.85,17.3,17.3,-0.35,4588
109/06/12,13770906,236159699,16.95,17.45,16.8,17.3,0.0,4691
109/06/15,10785621,187759976,17.45,17.65,17.1,17.15,-0.15,4164
109/06/16,5955515,103388551,17.4,17.5,17.25,17.35,0.2,2144
109/06/17,7929124,138984397,17.5,17.65,17.35,17.6,0.25,2619
109/06/18,8777747,154234184,17.65,17.7,17.4,17.65,0.05,2026
109/06/19,10540842,185194714,17.65,17.7,17.5,17.55,-0.1,2065
109/06/22,5368068,94228877,17.55,17.65,17.45,17.6,0.05,1680
109/06/23,15289849,272655491,17.6,18.0,17.55,18.0,0.4,4623
109/06/24,15798578,283147382,18.1,18.2,17.75,18.0,0.0,3841
109/06/29,12426017,220065875,17.8,17.9,17.55,17.7,-0.3,3128
109/06/30,8998451,161040379,17.75,18.0,17.75,17.9,0.2,2337
109/07/01,18933753,340372314,17.95,18.1,17.8,17.9,0.00,4467
109/07/02,12974202,225346242,17.35,17.5,17.2,17.5,X0.00,3234
109/07/03,6331908,110460575,17.6,17.6,17.35,17.4,-0.10,2020
109/07/06,8758811,153901277,17.6,17.65,17.45,17.65,+0.25,2736
109/07/07,9108704,159516473,17.75,17.75,17.4,17.45,-0.20,2509
109/07/08,7058556,124287209,17.45,17.75,17.4,17.65,+0.20,2099
109/07/09,13505146,240789686,17.8,18.0,17.65,17.65,0.00,3767
109/07/10,9954470,172675556,17.65,17.75,17.2,17.2,-0.45,3034
109/07/13,6828788,119114580,17.4,17.6,17.3,17.5,+0.30,2144
109/07/14,7987654,139181436,17.45,17.65,17.3,17.3,-0.20,2241
109/07/15,8054964,140088097,17.55,17.55,17.25,17.4,+0.10,2510
109/07/16,9951483,172570928,17.5,17.5,17.2,17.4,0.00,2438
109/07/17,128632908,2413919450,17.55,19.1,17.5,19.1,+1.70,29775
109/07/20,150205926,3080800896,19.9,21.0,19.7,21.0,+1.90,41066
109/07/21,102485306,2140193709,21.15,21.65,20.4,20.75,-0.25,30261
109/07/22,43428823,884690640,20.8,20.85,20.1,20.5,-0.25,13879
109/07/23,52150012,1083215247,20.4,21.35,20.2,20.55,+0.05,16131
109/07/24,39687962,796638301,20.5,20.55,19.75,19.85,-0.70,11623
109/07/27,28364126,568298520,20.0,20.3,19.9,20.1,+0.25,7982
109/07/28,30669576,619340088,20.2,20.75,19.8,19.9,-0.20,10249
109/07/29,48060835,986332228,20.05,20.95,20.05,20.25,+0.35,14135
109/07/30,21840703,442282487,20.45,20.6,20.05,20.6,+0.35,6419
109/07/31,17079677,347991417,20.6,20.6,20.25,20.3,-0.30,4962
109/08/03,21355060,435288891,20.45,20.75,20.1,20.35,0.05,7145
109/08/04,16166692,331472309,20.6,20.65,20.35,20.55,0.2,5066
109/08/05,43440199,909296205,20.8,21.45,20.5,21.4,0.85,13158
109/08/06,82996227,1794366556,22.0,22.15,21.1,21.4,0.0,21175
109/08/07,69915866,1528175503,21.55,22.2,21.45,21.95,0.55,17676
109/08/10,106713067,2452687584,22.2,23.85,22.2,23.2,1.25,34039
109/08/11,59809250,1351763818,23.2,23.4,22.25,22.55,-0.65,20911
109/08/12,30916777,698481038,22.6,22.85,22.25,22.7,0.15,11065
109/08/13,32147752,736203988,23.1,23.35,22.6,22.65,-0.05,11338
109/08/14,41331955,955116089,22.7,23.45,22.7,23.05,0.4,15009
109/08/17,108972147,2613759212,23.7,24.6,23.55,23.75,0.7,28433
109/08/18,40590462,956259442,23.6,23.95,23.1,23.8,0.05,12841
109/08/19,37353245,899453299,24.0,24.5,23.8,23.9,0.1,12582
109/08/20,60986863,1397740541,23.9,24.0,22.05,22.7,-1.2,18326
109/08/21,39782347,940403267,23.6,23.95,23.4,23.7,1.0,13322
109/08/24,55147050,1318385150,24.0,24.5,23.35,23.45,-0.25,16682
109/08/25,32898779,762445604,23.25,23.65,22.85,23.05,-0.4,10911
109/08/26,18841006,437384003,23.1,23.45,23.05,23.25,0.2,6432
109/08/27,25317739,590066946,23.45,23.75,23.0,23.15,-0.1,7689
109/08/28,29030241,680282158,23.4,23.7,23.15,23.45,0.3,9037
109/08/31,44652471,1049559962,23.75,23.9,23.25,23.35,-0.1,9323
109/09/01,46300723,1103723890,23.4,24.1,23.25,24.0,0.65,13890
109/09/02,28295913,673453935,24.0,24.0,23.5,24.0,0.0,9350
109/09/03,21826251,521918188,24.2,24.3,23.75,23.9,-0.1,6704
109/09/04,21428532,502675128,23.15,23.7,23.15,23.7,-0.2,6239
109/09/07,43364317,1048340447,23.85,24.5,23.85,24.0,0.3,13156
109/09/08,32970278,798841952,24.25,24.5,23.95,24.5,0.5,10103
109/09/09,57514259,1388301383,24.1,24.85,23.6,24.8,0.3,16349
109/09/10,104198465,2652415025,25.4,26.1,24.85,25.0,0.2,32232
109/09/11,42202929,1035336646,25.0,25.15,24.1,24.2,-0.8,15182
109/09/14,41025451,1017742975,24.3,25.1,24.25,25.1,0.9,12383
109/09/15,81971433,2122498138,25.15,26.25,25.1,26.15,1.05,24988
109/09/16,53755990,1397915585,26.4,26.7,25.6,25.65,-0.5,18229
109/09/17,19146244,493159131,25.7,26.0,25.4,25.7,0.05,6375
109/09/18,20504009,524578455,25.9,25.95,25.5,25.5,-0.2,6472
109/09/21,26274067,659693075,25.5,25.6,24.85,25.0,-0.5,8687
109/09/22,20186764,505934800,24.9,25.4,24.7,25.05,0.05,7199
109/09/23,15535854,391140948,25.4,25.45,24.95,25.2,0.15,5105
109/09/24,25060157,619616781,25.0,25.1,24.5,24.5,-0.7,8360
109/09/25,31995467,773493908,24.7,24.95,23.65,24.0,-0.5,9522
109/09/28,24738198,618868250,24.45,25.35,24.4,24.9,0.9,9414
109/09/29,17842030,442385212,25.15,25.4,24.5,24.65,-0.25,6206
109/09/30,13815224,342551770,24.85,25.0,24.45,24.8,0.15,4720
109/01/02,5383237,96154983,17.9,17.95,17.8,17.8,-0.05,1900
109/01/03,7256023,129628231,17.9,18.0,17.75,17.9,0.1,2537
109/01/06,7615770,134726310,17.8,17.85,17.6,17.65,-0.25,2695
109/01/07,5708642,100569749,17.65,17.8,17.55,17.55,-0.1,2095
109/01/08,7981411,139482793,17.5,17.55,17.4,17.45,-0.1,2590
109/01/09,3502361,61570206,17.6,17.65,17.5,17.6,0.15,1783
109/01/10,3902773,69081730,17.7,17.8,17.65,17.7,0.1,1573
109/01/13,8086763,143512168,17.65,17.8,17.6,17.8,0.1,2554
109/01/14,5837827,103893059,17.8,17.85,17.7,17.85,0.05,1928
109/01/15,7150778,127896940,17.8,18.0,17.75,18.0,0.15,2476
109/01/16,6959544,125405142,18.0,18.1,17.95,18.1,0.1,2273
109/01/17,17845042,326243733,18.2,18.4,18.05,18.25,0.15,5177
109/01/20,5707816,103516153,18.25,18.3,18.05,18.05,-0.2,2030
109/01/30,23383651,397171505,17.4,17.45,16.55,16.65,-1.4,7352
109/01/31,13100698,221982920,16.85,17.2,16.7,16.9,0.25,4309
109/11/02,16064987,379922484,23.9,24.1,23.4,23.7,-0.15,5063
109/11/03,14801593,354188914,23.9,24.05,23.8,23.9,0.2,4303
109/11/04,51046808,1176438009,23.85,23.85,22.7,22.85,-1.05,18028
109/11/05,38204650,893739327,23.25,23.7,23.15,23.3,0.45,11950
109/11/06,23950650,563035931,23.45,23.65,23.4,23.55,0.25,7684
109/11/09,30747914,723202931,23.4,23.8,23.25,23.55,0.0,9169
109/11/10,48422756,1110108703,23.3,23.3,22.7,23.0,-0.55,14259
109/11/11,41100485,925201447,22.65,22.7,22.35,22.7,-0.3,14081
109/11/12,22303798,506082661,22.5,22.9,22.5,22.6,-0.1,6222
109/11/13,21226399,478483801,22.5,22.8,22.2,22.55,-0.05,6183
109/11/16,19634361,445259750,22.5,22.85,22.5,22.75,0.2,5693
109/11/17,22075426,500474732,22.8,22.9,22.5,22.8,0.05,6991
109/11/18,24149606,542963950,22.6,22.65,22.35,22.55,-0.25,8551
109/11/19,20752284,470480169,22.5,22.9,22.4,22.7,0.15,6640
109/11/20,16279822,370811440,22.65,22.9,22.6,22.9,0.2,5618
109/11/23,25766692,594139493,23.0,23.15,22.9,23.15,0.25,8278
109/11/24,23448192,541179886,23.35,23.35,22.85,22.85,-0.3,7159
109/11/25,14419980,328475642,22.95,23.0,22.6,22.7,-0.15,5432
109/11/26,12163610,277121998,22.75,22.85,22.65,22.85,0.15,3826
109/11/27,23989344,554874743,22.9,23.3,22.9,23.1,0.25,8234
109/11/30,36475855,840591397,23.2,23.25,22.7,23.15,0.05,8224
109/12/01,18553403,426693850,23.15,23.15,22.85,23.0,-0.15,5374
109/12/02,34533920,808101590,23.25,23.6,23.05,23.5,0.5,11182
109/12/03,37038731,878718232,23.75,23.9,23.5,23.7,0.2,11361
109/12/04,31763848,747301398,23.7,23.75,23.35,23.5,-0.2,7490
109/12/07,28451052,663541333,23.7,23.7,23.1,23.2,-0.3,8468
109/12/08,20400710,477637100,23.3,23.6,23.1,23.45,0.25,6707
109/12/09,104602401,2588947085,23.95,25.3,23.9,24.9,1.45,33913
109/12/10,36028825,878420244,24.85,24.85,24.0,24.2,-0.7,12919
109/12/11,30077506,718191742,24.45,24.45,23.5,23.8,-0.4,9604
109/12/14,15368179,364211495,23.7,23.95,23.5,23.65,-0.15,4550
109/12/15,38425178,926716745,23.7,24.5,23.7,24.1,0.45,10976
109/12/16,25110046,612147714,24.65,24.7,24.2,24.25,0.15,8991
109/12/17,18161073,437870048,24.25,24.3,23.9,24.3,0.05,4907
109/12/18,16951362,411305355,24.45,24.5,24.1,24.15,-0.15,4325
109/12/21,12383796,297531669,24.3,24.3,23.8,24.1,-0.05,3840
109/12/22,15658623,372503592,23.8,24.0,23.5,23.55,-0.55,5556
109/12/23,9912839,232375612,23.5,23.6,23.25,23.5,-0.05,3680
109/12/24,9708859,229998116,23.7,23.8,23.55,23.7,0.2,3209
109/12/25,8603097,204725057,24.0,24.0,23.65,23.75,0.05,2785
109/12/28,11757791,280357607,23.85,23.95,23.75,23.9,0.15,3869
109/12/29,10842105,257948383,23.95,24.0,23.7,23.7,-0.2,3659
109/12/30,9703667,229660337,23.75,23.8,23.6,23.75,0.05,3898
109/12/31,8667777,205558389,23.8,23.9,23.6,23.65,-0.1,2722
110/01/04,11271490,267979415,23.7,23.9,23.65,23.75,0.1,3472
110/01/05,35279508,851305779,23.75,24.4,23.7,24.15,0.4,10255
110/01/06,26453252,629170897,24.35,24.4,23.4,23.55,-0.6,9019
110/01/07,21666858,516860164,23.6,24.05,23.55,24.0,0.45,6400
110/01/08,78639443,1930990690,24.3,24.9,24.05,24.9,0.9,22240
110/01/11,39411761,985455894,25.45,25.45,24.65,24.9,0.0,12476
110/01/12,48177828,1211409173,25.35,25.4,24.85,25.05,0.15,15629
110/01/13,51597346,1315002834,25.45,25.65,25.25,25.65,0.6,16177
110/01/14,28730290,730802248,25.7,25.7,25.2,25.3,-0.35,9375
110/01/15,28701595,720898309,25.55,25.55,24.8,24.9,-0.4,9061
110/01/18,19234442,473466516,24.7,25.05,24.25,24.55,-0.35,5674
110/01/19,16482616,404173026,24.7,24.95,24.3,24.35,-0.2,5454
110/01/20,50951597,1203014719,24.25,24.35,23.25,23.75,-0.6,13023
110/01/21,29254582,702243872,23.8,24.5,23.5,24.0,0.25,8532
110/01/22,12636761,301727751,24.0,24.1,23.75,23.9,-0.1,3940
110/01/25,15766092,377798279,23.9,24.15,23.7,24.1,0.2,4295
110/01/26,13177101,317575432,24.2,24.35,23.9,24.0,-0.1,4312
110/01/27,186787944,4889828982,24.8,26.4,24.65,26.4,2.4,33428
110/01/28,312996732,8602588256,26.7,28.65,26.1,28.15,1.75,84199
110/01/29,169567701,4719077981,28.7,29.3,26.1,27.05,-1.1,55999
110/02/01,76115204,2006921658,27.05,27.3,25.75,25.75,-1.3,22564
110/02/02,70330039,1799450754,26.0,26.3,25.3,25.35,-0.4,20798
110/02/03,36230087,931113828,25.75,26.0,25.45,25.65,0.3,11123
110/02/04,85001383,2226023943,25.8,26.85,25.65,25.9,0.25,23830
110/02/05,44093883,1160215667,26.25,26.6,26.0,26.5,0.6,12367
110/02/17,39335481,1044093916,27.0,27.05,26.2,26.5,0.0,13946
110/02/18,33021799,880182593,26.5,26.95,26.2,26.95,0.45,10881
110/02/19,40741210,1107232605,27.15,27.6,26.8,26.95,0.0,13702
110/02/22,29988042,805000841,27.0,27.2,26.65,26.65,-0.3,10016
110/02/23,23363869,626950238,26.95,27.0,26.55,26.9,0.25,7460
110/02/24,38898080,1047480937,27.1,27.15,26.7,26.95,0.05,9324
110/02/25,57688922,1588209666,27.25,28.0,27.15,27.9,0.95,18682
110/02/26,58472426,1580287330,27.5,27.6,26.8,26.85,-1.05,16443
110/03/02,21764407,584455980,27.2,27.3,26.35,26.5,-0.35,7597
110/03/03,17422517,465831783,26.6,27.0,26.3,27.0,0.5,6123
110/03/04,22985714,616467825,27.1,27.2,26.55,26.6,-0.4,7644
110/03/05,30977980,816157620,26.35,26.6,26.15,26.4,-0.2,8667
110/03/08,28701798,774004146,26.85,27.2,26.65,27.05,0.65,8446
110/03/09,17816964,479636405,27.15,27.3,26.6,27.0,-0.05,6085
110/03/10,21688881,589402447,27.3,27.45,26.8,26.9,-0.1,7772
110/03/11,29778748,813383257,27.05,27.5,27.0,27.35,0.45,8509
110/03/12,23282007,640540901,27.6,27.75,27.3,27.55,0.2,7334
110/03/15,13240725,365504240,27.7,27.8,27.45,27.7,0.15,4873
110/03/16,23059558,639019614,27.7,27.9,27.5,27.9,0.2,7315
110/03/17,23230632,641495462,27.9,27.95,27.35,27.6,-0.3,8358
110/03/18,95890448,2744160564,28.1,29.25,28.1,28.4,0.8,29569
110/03/19,165718149,4905998772,28.4,30.4,28.35,30.4,2.0,44466
110/03/22,68542222,2046988355,30.6,30.65,29.2,30.05,-0.35,24217
110/03/23,58128825,1791287153,30.5,31.4,30.2,30.95,0.9,18816
110/03/24,45037523,1402655226,31.1,31.8,30.55,31.0,0.05,17181
110/03/25,63853924,2024342537,31.2,32.45,30.95,31.95,0.95,22022
110/03/26,70344832,2172642423,31.95,32.0,30.5,30.8,-1.15,26016
110/03/29,27909133,864367898,30.9,31.25,30.5,31.25,0.45,10658
110/03/30,25713202,808808251,31.45,31.75,31.25,31.6,0.35,9030
110/03/31,23589983,741135968,31.55,31.7,31.1,31.45,-0.15,9124
110/04/01,19398159,611752153,31.85,31.9,31.25,31.65,0.2,7799
110/04/06,18595857,591024539,31.9,32.0,31.6,31.75,0.1,7405
110/04/07,26039378,837832924,32.0,32.8,31.8,31.85,0.1,10217
110/04/08,26395954,851722736,31.75,32.5,31.6,32.5,0.65,9043
110/04/09,27424033,880362447,32.7,32.8,31.85,32.1,-0.4,8559
110/04/12,33044807,1070254642,32.25,32.6,31.95,32.55,0.45,7529
110/04/13,41026954,1335069535,32.8,33.8,31.5,31.7,-0.85,15959
110/04/14,44470549,1429109637,31.75,32.9,31.1,32.5,0.8,15617
110/04/15,33083950,1086781460,32.5,33.35,32.35,33.0,0.5,11990
110/04/16,51653624,1743155549,33.3,34.25,33.0,34.15,1.15,21468
110/04/19,53420765,1853028177,34.85,35.8,34.25,34.45,0.3,23456
110/04/20,46723703,1639928380,34.6,35.75,34.05,35.0,0.55,19022
110/04/21,28224093,997814120,35.0,35.8,34.95,35.35,0.35,13214
110/04/22,46097631,1604229919,35.8,35.85,33.6,34.2,-1.15,18350
110/04/23,22559835,771827693,34.2,34.7,33.8,34.5,0.3,8884
110/04/26,15770049,545114481,34.9,35.0,34.35,34.5,0.0,7102
110/04/27,16589918,572572539,34.5,34.85,34.2,34.65,0.15,6744
110/04/28,16092340,556677658,34.9,34.9,34.35,34.6,-0.05,7224
110/04/29,25437344,884501951,34.75,35.3,34.3,34.3,-0.3,10336
110/05/03,37974754,1248948243,34.1,34.3,32.1,32.25,-2.05,13881
110/05/04,47350328,1496309484,32.95,33.45,30.4,31.85,-0.4,18101
110/05/05,29989758,971060947,31.8,33.2,31.05,31.85,0.0,12698
110/05/06,72167075,2505854999,33.6,35.0,33.4,35.0,3.15,17494
110/05/07,101964084,3515635054,35.5,35.5,33.4,34.15,-0.85,34943
110/05/10,36129105,1254968690,34.3,35.2,33.85,35.2,1.05,14751
110/05/11,41347691,1411877554,34.1,35.15,32.8,33.3,-1.9,20699
110/05/12,74806652,2345860645,33.3,33.8,30.0,31.45,-1.85,33796
110/05/13,51821576,1560038298,29.8,31.25,28.5,29.9,-1.55,19856
110/05/14,29865934,893620477,30.4,30.9,29.05,29.35,-0.55,12773
110/05/17,38295286,1084472367,27.4,29.7,27.35,28.25,-1.1,13251
110/05/18,56778009,1665299068,28.65,30.1,28.25,29.7,1.45,21468
110/05/19,54830244,1655660181,30.0,30.8,29.55,30.3,0.6,23371
110/05/20,89263561,2830634280,31.1,33.0,30.5,30.65,0.35,38255
110/05/21,32962475,1024177578,31.2,31.85,30.5,30.9,0.25,14340
110/05/24,17187333,530032071,30.65,31.1,30.3,31.05,0.15,7235
110/05/25,25032681,786074319,31.4,31.7,31.15,31.35,0.3,11375
110/05/26,31832093,1013240147,31.65,32.3,31.3,32.15,0.8,13951
110/05/27,43704258,1377255701,31.65,31.8,31.2,31.6,-0.55,12110
110/05/28,22419272,714161640,31.8,32.2,31.65,31.8,0.2,11968
110/05/31,24162534,766160151,31.85,32.0,31.35,31.9,0.1,12179
110/06/01,16845126,537475075,32.05,32.1,31.7,31.95,+0.05,7391
110/06/02,19457131,617559403,32.1,32.2,31.5,31.55,-0.40,8542
110/06/03,18165932,580603454,31.75,32.3,31.55,32.15,+0.60,8374
110/06/04,15056116,484244635,32.1,32.35,31.9,32.1,-0.05,7158
110/06/07,28380594,890693707,32.3,32.3,30.5,31.35,-0.75,12916
110/06/08,9279094,292008096,31.35,31.65,31.15,31.65,+0.30,4342
110/06/09,14696498,458719460,31.55,31.6,31.0,31.05,-0.60,6511
110/06/10,24891119,782360728,31.3,31.8,31.0,31.7,+0.65,7387
110/06/11,18292088,566855855,31.9,31.95,31.15,31.3,-0.40,5574
110/06/15,23155128,716099747,31.3,31.35,30.75,30.9,-0.40,10652
110/06/16,28715048,910225245,30.95,32.15,30.9,31.7,+0.80,12260
110/06/17,19614406,620827738,31.55,31.85,31.5,31.6,-0.10,6826
110/06/18,25828659,823943775,31.55,32.1,31.4,32.05,+0.45,7788
110/06/21,24022390,752257539,31.95,32.4,31.55,31.55,-0.50,7347
110/06/22,48849210,1519572021,31.75,31.95,30.75,30.8,-0.75,18412
110/06/23,17807790,549325448,31.0,31.0,30.55,30.8,0.00,8345
110/06/24,20262270,624335492,30.75,31.05,30.5,30.85,+0.05,7845
110/06/25,17803700,554374486,31.05,31.35,30.9,31.15,+0.30,5320
110/06/28,20532389,643113553,31.35,31.45,31.05,31.4,+0.25,7620
110/06/29,45534527,1403939942,31.45,31.5,30.6,30.7,-0.70,16470
110/06/30,27895740,816887786,29.3,29.45,29.1,29.3,X0.00,12167
