日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/12/22,18462681,1459530377,79.2,80.1,77.8,78.2,-1.3,7636
109/12/23,21820899,1691419649,77.9,78.6,76.8,77.2,-1.0,7948
109/12/24,48749187,3906314708,78.0,81.7,77.8,80.5,3.3,18563
109/12/25,35679482,2909616374,81.3,83.0,80.6,80.9,0.4,17129
109/12/28,21042577,1722074135,81.8,82.7,81.3,81.7,0.8,9869
109/12/29,22678567,1836182848,82.0,82.5,80.0,80.7,-1.0,9896
109/12/30,15627472,1264904122,80.7,81.8,80.2,81.7,1.0,7390
109/12/31,16470945,1343905518,82.1,82.5,80.7,81.3,-0.4,7074
110/01/04,33994375,2821416878,82.0,84.5,81.8,83.9,2.6,16653
110/01/05,45299069,3874688967,83.9,87.0,83.6,86.6,2.7,20760
110/01/06,66853975,5926400377,88.0,90.5,87.0,88.5,1.9,33263
110/01/07,35177023,3166260724,90.0,91.0,89.0,89.4,0.9,16938
110/01/08,41704167,3693821775,90.6,90.6,87.5,88.0,-1.4,19993
110/01/11,32732104,2931108960,88.2,90.5,88.2,90.4,2.4,14047
