Date,Open,High,Low,Close,Adj Close,Volume
2020-05-08,176.199997,192.869995,175.800003,188.619995,187.096298,509000
2020-05-11,185.440002,189.250000,183.809998,187.369995,185.856384,156200
2020-05-12,188.000000,189.500000,183.770004,183.779999,182.295395,134800
2020-05-13,183.080002,184.000000,173.259995,177.250000,175.818130,159500
2020-05-14,174.500000,175.000000,170.460007,173.570007,172.167892,109800
2020-05-15,171.580002,174.139999,170.529999,172.970001,171.869766,105000
2020-05-18,169.830002,176.839996,167.919998,175.889999,174.771210,153300
2020-05-19,178.460007,179.649994,176.020004,176.020004,174.900391,120200
2020-05-20,179.440002,182.059998,178.440002,181.789993,180.633667,144200
2020-05-21,181.000000,183.550003,178.039993,178.830002,177.692520,123100
2020-05-22,177.830002,178.149994,175.679993,178.020004,176.887665,117500
2020-05-26,182.750000,183.740005,179.149994,180.050003,178.904755,146400
2020-05-27,180.399994,180.449997,176.660004,178.259995,177.126129,151000
2020-05-28,178.490005,181.740005,178.259995,180.080002,178.934555,187000
2020-05-29,180.910004,185.630005,179.779999,184.410004,183.237030,283800
2020-06-01,183.729996,183.729996,180.330002,181.039993,179.888443,138100
2020-06-02,181.039993,182.580002,178.130005,179.470001,178.328445,117200
2020-06-03,179.300003,184.589996,178.910004,182.770004,181.607452,106800
2020-06-04,182.550003,184.419998,178.839996,180.500000,179.351898,77100
2020-06-05,180.000000,183.500000,179.119995,179.940002,178.795456,80000
2020-06-08,179.169998,181.949997,178.979996,181.919998,180.762848,96500
2020-06-09,179.960007,182.410004,179.610001,181.720001,180.564133,58100
2020-06-10,181.720001,183.710007,179.669998,182.039993,180.882080,148800
2020-06-11,178.279999,178.279999,166.949997,166.979996,165.917862,194600
2020-06-12,171.199997,173.690002,166.750000,170.229996,169.147217,90500
2020-06-15,166.750000,170.250000,164.630005,168.619995,167.547440,155900
2020-06-16,175.039993,176.449997,172.000000,175.970001,174.850723,107500
2020-06-17,177.610001,179.350006,174.339996,175.210007,174.095535,80000
2020-06-18,173.759995,175.320007,172.619995,174.419998,173.310562,63300
2020-06-19,177.000000,177.139999,168.679993,170.619995,169.534744,123500
2020-06-22,171.649994,172.809998,169.029999,171.589996,170.498550,63100
2020-06-23,173.300003,173.300003,170.279999,170.279999,169.196899,51300
2020-06-24,169.259995,170.000000,164.419998,166.669998,165.609848,82000
2020-06-25,166.000000,169.020004,164.029999,168.869995,167.795868,58900
2020-06-26,167.839996,172.080002,167.839996,171.800003,170.707230,167000
2020-06-29,173.080002,173.080002,168.580002,171.279999,170.190536,102800
2020-06-30,170.210007,175.149994,168.619995,174.559998,173.449677,110400
2020-07-01,173.600006,173.600006,170.139999,171.059998,169.971924,83800
2020-07-02,173.110001,176.149994,171.250000,174.949997,173.837173,104300
2020-07-06,178.020004,181.880005,176.699997,178.440002,177.305008,117100
2020-07-07,178.500000,181.449997,175.740005,175.940002,174.820908,71300
2020-07-08,177.929993,180.009995,176.080002,179.050003,177.911133,79000
2020-07-09,178.789993,184.839996,178.789993,184.539993,183.366180,86200
2020-07-10,183.500000,183.500000,177.639999,178.470001,177.334793,67700
2020-07-13,178.470001,180.350006,173.860001,174.179993,173.072098,67000
2020-07-14,173.500000,176.300003,171.300003,176.160004,175.039505,64500
2020-07-15,178.009995,179.990005,175.929993,176.229996,175.109070,59800
2020-07-16,174.479996,175.669998,173.669998,174.880005,173.767639,41900
2020-07-17,174.589996,181.369995,174.589996,180.470001,179.322083,78500
2020-07-20,179.699997,183.470001,178.960007,182.919998,181.756500,90500
2020-07-21,184.050003,188.279999,184.050003,186.600006,185.413086,73500
2020-07-22,186.080002,189.000000,183.630005,184.160004,182.988617,60500
2020-07-23,184.490005,190.199997,183.949997,186.199997,185.015625,54300
2020-07-24,185.270004,186.589996,180.679993,181.380005,180.226288,44600
2020-07-27,181.979996,186.190002,181.500000,185.229996,184.051804,49900
2020-07-28,184.410004,184.600006,178.740005,179.490005,178.348328,56500
2020-07-29,181.220001,185.940002,180.559998,184.809998,183.634476,54800
2020-07-30,182.919998,184.899994,180.259995,184.839996,183.664276,42800
2020-07-31,184.509995,186.149994,179.970001,185.300003,184.121368,62300
2020-08-03,186.009995,194.210007,186.009995,191.639999,190.421021,118000
2020-08-04,191.500000,191.500000,185.759995,187.369995,186.178177,67400
2020-08-05,188.990005,191.550003,187.809998,191.550003,190.331604,57200
2020-08-06,192.250000,194.940002,191.929993,194.940002,193.700043,105000
2020-08-07,192.759995,195.000000,190.860001,191.979996,190.758850,54900
2020-08-10,191.399994,193.500000,185.000000,190.729996,189.516815,128800
2020-08-11,190.699997,192.589996,188.440002,189.119995,187.917053,66100
2020-08-12,191.259995,191.559998,188.300003,191.020004,189.804993,81800
2020-08-13,190.910004,190.910004,187.740005,188.259995,187.062531,64100
2020-08-14,189.690002,189.690002,184.509995,186.399994,185.214355,64800
2020-08-17,187.149994,188.649994,182.110001,183.250000,182.084396,80200
2020-08-18,183.940002,184.500000,180.690002,181.820007,180.663498,95500
2020-08-19,182.500000,186.850006,181.970001,184.720001,183.545044,68300
2020-08-20,184.720001,187.139999,184.130005,186.710007,185.522385,67700
2020-08-21,180.000000,188.190002,180.000000,185.630005,184.449265,125400
2020-08-24,189.000000,191.429993,185.169998,188.110001,186.913483,87600
2020-08-25,186.929993,189.770004,186.929993,188.259995,187.062531,40900
2020-08-26,188.500000,188.500000,184.339996,185.720001,184.538681,48700
2020-08-27,187.199997,187.199997,182.220001,183.990005,182.819702,65300
2020-08-28,184.100006,184.279999,181.440002,183.440002,182.670319,67400
2020-08-31,183.839996,184.360001,181.190002,181.750000,180.987411,96500
2020-09-01,181.550003,186.110001,181.550003,185.779999,185.000504,51300
2020-09-02,186.050003,188.690002,184.860001,187.490005,186.703339,71200
2020-09-03,185.929993,185.929993,163.720001,164.600006,163.909378,222900
2020-09-04,164.940002,166.029999,157.850006,164.820007,164.128448,177500
2020-09-08,162.350006,165.710007,160.220001,160.479996,159.806656,206600
2020-09-09,160.300003,164.360001,160.300003,161.860001,161.180862,151400
2020-09-10,161.919998,162.850006,151.649994,152.570007,151.929855,228800
2020-09-11,153.889999,157.500000,152.250000,153.479996,152.836014,140400
2020-09-14,155.009995,155.259995,151.339996,152.240005,151.601242,131000
2020-09-15,152.759995,157.229996,152.759995,155.350006,154.698181,147400
2020-09-16,155.550003,157.240005,153.809998,154.449997,153.801956,107200
2020-09-17,152.009995,156.330002,152.009995,153.869995,153.224380,111000
2020-09-18,154.720001,157.119995,152.929993,154.360001,153.712326,357000
2020-09-21,152.009995,160.259995,151.570007,157.660004,156.998489,209300
2020-09-22,157.720001,160.589996,152.929993,155.529999,154.877426,161300
2020-09-23,155.110001,159.229996,152.250000,152.309998,151.670944,125500
2020-09-24,151.600006,162.089996,150.750000,160.380005,159.707077,258800
2020-09-25,160.470001,162.039993,157.509995,159.960007,159.288834,140200
2020-09-28,162.279999,162.940002,157.720001,160.929993,160.254761,163400
2020-09-29,160.250000,171.860001,160.240005,165.380005,164.686111,233100
2020-09-30,166.000000,169.399994,164.119995,166.660004,165.960724,216100
2020-10-01,166.800003,171.979996,163.639999,168.539993,167.832825,210100
2020-10-02,165.490005,170.789993,164.800003,165.259995,164.566589,213500
2020-10-05,165.460007,178.270004,164.949997,176.369995,175.629974,230100
2020-10-06,175.080002,182.630005,175.080002,179.350006,178.597473,239600
2020-10-07,181.759995,186.500000,180.309998,183.500000,182.730072,263900
2020-10-08,183.720001,188.110001,183.639999,187.490005,186.703339,174000
2020-10-09,188.000000,191.199997,187.330002,189.389999,188.595352,89600
2020-10-12,190.880005,190.880005,186.350006,190.229996,189.431808,108400
2020-10-13,190.229996,191.690002,188.210007,189.660004,188.864227,92700
2020-10-14,189.979996,190.970001,186.779999,188.699997,187.908249,89500
2020-10-15,186.839996,193.389999,186.419998,191.809998,191.005203,87400
2020-10-16,192.610001,200.770004,192.029999,198.899994,198.065445,121800
2020-10-19,199.559998,207.240005,199.369995,200.179993,199.340057,110900
2020-10-20,201.429993,205.419998,195.610001,197.919998,197.089554,123800
2020-10-21,198.570007,203.490005,198.059998,198.080002,197.248901,107300
2020-10-22,198.080002,199.889999,194.199997,195.039993,194.221649,110500
2020-10-23,195.139999,196.000000,189.589996,191.300003,190.497330,98900
2020-10-26,189.910004,191.419998,185.770004,188.300003,187.509933,75200
2020-10-27,187.949997,190.639999,187.160004,189.639999,188.844315,83100
2020-10-28,186.139999,188.339996,183.809998,184.580002,183.805542,92600
2020-10-29,184.220001,187.690002,183.330002,186.490005,185.707535,114300
2020-10-30,185.220001,187.369995,184.110001,185.610001,184.831207,92400
2020-11-02,187.759995,188.110001,182.869995,185.360001,184.582245,130100
2020-11-03,187.470001,192.639999,186.309998,192.039993,191.234222,119700
2020-11-04,194.479996,197.059998,190.889999,191.559998,190.756241,85300
2020-11-05,194.000000,198.940002,193.820007,197.800003,196.970078,83900
2020-11-06,218.000000,245.779999,216.059998,245.220001,244.191101,314900
2020-11-09,252.580002,266.589996,252.580002,257.010010,255.931656,256400
2020-11-10,257.000000,260.350006,253.270004,255.899994,254.826263,131700
2020-11-11,257.220001,271.320007,255.759995,270.049988,268.916901,147200
2020-11-12,268.510010,269.019989,249.429993,250.809998,249.757629,151200
2020-11-13,253.130005,257.890015,250.339996,253.059998,252.400742,86900
2020-11-16,255.000000,258.549988,249.880005,252.720001,252.061630,66500
2020-11-17,249.869995,254.039993,248.169998,249.889999,249.238998,119100
2020-11-18,250.000000,250.000000,242.679993,243.119995,242.486618,107400
2020-11-19,241.600006,245.800003,241.419998,243.750000,243.114990,63000
2020-11-20,244.750000,248.979996,242.520004,245.639999,245.000061,74100
2020-11-23,246.440002,248.479996,240.990005,244.169998,243.533890,43900
2020-11-24,244.779999,246.850006,241.789993,246.360001,245.718201,63300
2020-11-25,243.970001,245.250000,240.750000,241.449997,240.820984,39500
2020-11-27,240.750000,246.919998,240.750000,246.570007,245.927658,28000
2020-11-30,245.740005,249.360001,244.699997,248.110001,247.463638,63000
2020-12-01,250.809998,252.000000,246.380005,251.210007,250.555573,78300
2020-12-02,249.470001,251.139999,246.149994,248.720001,248.072037,43400
2020-12-03,249.449997,252.889999,247.589996,251.070007,250.415939,38300
2020-12-04,252.529999,257.540009,252.289993,257.149994,256.480072,48700
2020-12-07,258.160004,264.510010,255.580002,263.440002,262.753693,81300
2020-12-08,264.760010,272.570007,264.589996,266.829987,266.134857,79900
2020-12-09,268.000000,268.000000,249.979996,253.119995,252.460571,77200
2020-12-10,251.539993,261.000000,250.009995,260.429993,259.751526,61300
2020-12-11,259.260010,263.179993,254.210007,261.799988,261.117981,70600
2020-12-14,261.489990,264.679993,251.210007,253.139999,252.480530,80500
2020-12-15,253.250000,260.980011,250.800003,257.339996,256.669586,49900
2020-12-16,257.480011,262.739990,257.480011,261.940002,261.257599,67700
2020-12-17,261.200012,266.500000,259.109985,266.000000,265.307007,83300
2020-12-18,267.619995,275.309998,267.049988,273.329987,272.617920,167200
2020-12-21,272.630005,274.260010,266.040009,274.170013,273.455780,113600
2020-12-22,273.200012,282.109985,272.000000,281.309998,280.577118,90700
2020-12-23,280.109985,280.859985,272.459991,273.369995,272.657837,72200
2020-12-24,274.700012,276.070007,270.230011,273.000000,272.288788,37200
2020-12-28,276.089996,277.130005,273.700012,275.260010,274.542938,60600
2020-12-29,278.049988,278.809998,270.989990,275.010010,274.293579,84200
2020-12-30,278.000000,284.890015,275.329987,278.929993,278.203339,76800
2020-12-31,281.239990,281.239990,274.859985,278.510010,277.784454,59600
2021-01-04,277.630005,277.630005,265.730011,270.760010,270.054657,135000
2021-01-05,271.739990,279.950012,270.239990,278.000000,277.275757,98800
2021-01-06,273.799988,276.579987,266.109985,267.750000,267.052460,122500
2021-01-07,267.940002,271.820007,255.279999,257.609985,256.938873,164000
2021-01-08,258.000000,262.209991,252.500000,257.000000,256.330475,121600
2021-01-11,254.380005,259.019989,252.500000,257.450012,256.779297,106300
2021-01-12,250.619995,256.000000,250.410004,253.229996,252.570297,87000
2021-01-13,254.399994,255.500000,242.399994,243.759995,243.124954,111200
2021-01-14,244.389999,251.000000,242.000000,243.130005,242.496628,116500
2021-01-15,241.320007,248.880005,236.110001,247.289993,246.645767,169100
2021-01-19,249.979996,253.809998,248.139999,251.190002,250.535614,135800
2021-01-20,252.110001,258.440002,251.949997,257.760010,257.088501,140400
2021-01-21,258.429993,262.170013,254.580002,262.160004,261.477020,111000
2021-01-22,260.000000,268.410004,260.000000,264.950012,264.259766,99600
2021-01-25,267.630005,271.989990,263.170013,269.730011,269.027344,109500
2021-01-26,268.829987,275.940002,266.170013,275.720001,275.001709,98500
2021-01-27,273.119995,305.359985,271.890015,302.489990,301.701965,240200
2021-01-28,300.000000,323.600006,291.540009,298.570007,297.792206,241100
2021-01-29,295.429993,310.720001,294.260010,307.989990,307.187622,159900
2021-02-01,308.880005,324.239990,308.540009,319.549988,318.717529,185900
2021-02-02,321.970001,321.970001,293.570007,304.640015,303.846375,169600
2021-02-03,304.500000,307.829987,296.160004,303.660004,302.868927,81800
2021-02-04,305.570007,314.880005,303.200012,313.940002,313.122162,132600
2021-02-05,344.339996,353.529999,331.880005,339.000000,338.116852,225300
2021-02-08,342.570007,353.429993,338.549988,346.640015,345.736969,113500
2021-02-09,349.000000,362.679993,348.700012,357.070007,356.139801,109100
2021-02-10,361.019989,362.890015,344.200012,349.540009,348.629395,108700
2021-02-11,352.100006,356.640015,348.359985,356.559998,355.631104,76700
2021-02-12,356.500000,359.269989,352.040009,353.950012,353.424408,49400
2021-02-16,351.600006,351.600006,340.260010,349.109985,348.591553,71000
2021-02-17,348.339996,348.570007,338.000000,346.079987,345.566071,70400
2021-02-18,343.019989,343.019989,334.399994,339.079987,338.576447,86700
2021-02-19,342.000000,349.149994,339.570007,346.000000,345.486206,71500
2021-02-22,344.600006,345.040009,332.609985,335.769989,335.271362,77700
2021-02-23,330.119995,334.750000,312.609985,327.739990,327.253296,150700
2021-02-24,330.309998,330.309998,319.220001,320.480011,320.004089,148700
2021-02-25,318.000000,326.119995,317.799988,321.299988,320.822845,131800
2021-02-26,322.000000,326.809998,316.779999,318.920013,318.446411,82900
2021-03-01,322.589996,339.980011,322.589996,337.459991,336.958862,112600
2021-03-02,340.000000,340.000000,327.089996,328.579987,328.092041,75400
2021-03-03,328.179993,329.369995,321.040009,326.910004,326.424561,114900
2021-03-04,327.890015,329.010010,308.380005,313.209991,312.744873,120800
2021-03-05,313.929993,319.730011,297.709991,319.079987,318.606171,77300
2021-03-08,320.350006,331.000000,316.730011,323.239990,322.759979,89400
2021-03-09,329.399994,337.940002,327.940002,332.200012,331.706696,93800
2021-03-10,336.799988,339.970001,326.779999,331.100006,330.608337,73700
2021-03-11,338.170013,343.059998,332.429993,336.230011,335.730713,123000
2021-03-12,334.980011,338.649994,332.769989,336.290009,335.790619,53100
2021-03-15,339.809998,342.390015,336.369995,340.769989,340.263947,76700
2021-03-16,340.040009,352.619995,340.040009,348.049988,347.533142,83700
2021-03-17,345.769989,349.209991,337.140015,347.950012,347.433319,75200
2021-03-18,345.000000,347.420013,336.369995,337.739990,337.238464,47700
2021-03-19,339.049988,349.200012,339.049988,343.390015,342.880096,179400
2021-03-22,346.429993,349.950012,343.160004,346.390015,345.875641,75200
2021-03-23,347.579987,349.950012,339.920013,342.980011,342.470703,96400
2021-03-24,342.420013,345.109985,328.890015,329.480011,328.990723,81700
2021-03-25,327.160004,341.989990,326.329987,341.559998,341.052795,77000
2021-03-26,347.510010,396.000000,347.269989,389.880005,389.301025,371200
2021-03-29,389.880005,401.809998,369.000000,376.779999,376.220490,174600
2021-03-30,375.299988,379.579987,343.119995,349.000000,348.481750,217900
2021-03-31,343.000000,343.000000,295.000000,298.299988,297.857025,807600
2021-04-01,298.299988,300.000000,285.000000,289.149994,288.720612,295200
2021-04-05,289.200012,294.320007,281.070007,290.779999,290.348206,214400
2021-04-06,291.000000,291.000000,283.140015,289.059998,288.630737,150900
2021-04-07,283.600006,290.070007,275.260010,277.899994,277.487305,142100
2021-04-08,279.989990,289.970001,276.079987,288.000000,287.572327,205300
2021-04-09,285.149994,288.000000,278.279999,281.779999,281.361572,99600
2021-04-12,282.690002,282.690002,272.890015,275.179993,274.771362,118000
2021-04-13,275.739990,284.440002,275.739990,282.630005,282.210297,114100
2021-04-14,283.250000,285.230011,273.649994,275.410004,275.001038,83600
2021-04-15,277.290009,281.339996,275.799988,279.329987,278.915192,64300
2021-04-16,277.679993,288.119995,276.779999,287.369995,286.943268,105000
2021-04-19,287.369995,290.339996,278.000000,280.640015,280.223267,134600
2021-04-20,281.380005,281.399994,274.510010,276.299988,275.889679,77300
2021-04-21,276.000000,283.989990,275.220001,279.820007,279.404480,58200
2021-04-22,278.179993,283.359985,274.920013,279.799988,279.384491,72500
2021-04-23,284.190002,289.290009,280.549988,288.869995,288.441040,70700
2021-04-26,289.850006,294.109985,287.220001,291.190002,290.757599,90100
2021-04-27,290.739990,292.769989,287.010010,289.420013,288.990234,53200
2021-04-28,289.260010,289.429993,284.329987,284.440002,284.017609,93300
2021-04-29,284.190002,289.000000,280.579987,285.730011,285.305695,81500
2021-04-30,283.299988,288.049988,282.850006,285.329987,284.906281,89200
2021-05-03,286.130005,291.570007,282.760010,285.700012,285.275757,63800
2021-05-04,282.519989,282.519989,274.000000,277.730011,277.317596,80000
2021-05-05,280.239990,281.160004,268.410004,269.989990,269.589050,68400
2021-05-06,267.589996,268.149994,261.489990,266.359985,265.964447,120200
2021-05-07,269.730011,287.989990,269.730011,280.390015,279.973633,124900
2021-05-10,279.200012,287.390015,275.220001,275.690002,275.280609,94700
2021-05-11,270.010010,283.140015,268.000000,281.929993,281.511322,90900
2021-05-12,276.260010,280.850006,270.000000,271.640015,271.236633,136600
2021-05-13,271.640015,280.399994,267.559998,269.359985,268.959991,117400
2021-05-14,271.190002,287.040009,271.190002,283.660004,283.660004,111900
2021-05-17,280.089996,283.500000,277.410004,279.559998,279.559998,94400
2021-05-18,281.489990,285.329987,279.519989,279.519989,279.519989,57100
2021-05-19,275.790009,286.339996,275.790009,285.600006,285.600006,92300
2021-05-20,286.880005,294.119995,285.019989,293.500000,293.500000,112500
2021-05-21,292.829987,298.510010,286.359985,287.239990,287.239990,85100
2021-05-24,287.790009,297.160004,287.790009,292.010010,292.010010,63300
2021-05-25,294.239990,296.070007,287.829987,288.649994,288.649994,70800
2021-05-26,291.290009,296.529999,288.589996,290.510010,290.510010,72600
2021-05-27,292.899994,303.070007,290.690002,299.380005,299.380005,108200
2021-05-28,298.540009,303.799988,296.489990,301.519989,301.519989,68600
2021-06-01,302.869995,302.869995,285.140015,289.920013,289.920013,87000
2021-06-02,290.190002,303.000000,290.000000,301.839996,301.839996,108500
2021-06-03,298.980011,308.369995,298.000000,308.119995,308.119995,89200
2021-06-04,308.880005,321.500000,308.500000,321.239990,321.239990,100900
2021-06-07,320.380005,322.390015,311.660004,313.730011,313.730011,71700
2021-06-08,314.260010,322.119995,313.600006,319.869995,319.869995,65100
2021-06-09,319.950012,319.950012,313.540009,315.880005,315.880005,60500
2021-06-10,317.880005,322.679993,314.720001,322.119995,322.119995,63300
2021-06-11,320.179993,324.809998,318.019989,320.670013,320.670013,60100
2021-06-14,319.100006,320.000000,316.440002,319.989990,319.989990,48600
2021-06-15,319.980011,319.980011,312.700012,315.799988,315.799988,44300
2021-06-16,315.940002,316.239990,301.649994,306.350006,306.350006,124600
2021-06-17,303.929993,310.619995,302.429993,306.609985,306.609985,70800
2021-06-18,306.720001,308.070007,293.339996,296.200012,296.200012,170200
2021-06-21,295.140015,307.649994,293.980011,304.579987,304.579987,80900
2021-06-22,305.040009,309.260010,301.709991,307.459991,307.459991,54500
2021-06-23,309.679993,311.149994,303.829987,304.929993,304.929993,46100
2021-06-24,305.679993,306.019989,298.000000,302.450012,302.450012,102500
2021-06-25,302.250000,314.959991,302.250000,313.380005,313.380005,187200
2021-06-28,316.700012,316.700012,307.510010,309.890015,309.890015,73500
2021-06-29,310.899994,313.799988,305.750000,313.529999,313.529999,62200
