日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/02/18,11287689,207405588,18.45,18.5,18.3,18.4,-0.15,3598
109/02/19,10549984,193831631,18.35,18.45,18.3,18.35,-0.05,3186
109/02/20,8569572,157511919,18.45,18.5,18.3,18.4,0.05,2621
109/02/21,7220327,132985961,18.4,18.5,18.35,18.45,0.05,2553
109/02/24,8570259,157050936,18.35,18.4,18.3,18.3,-0.15,3428
109/02/25,8146652,148312159,18.2,18.3,18.1,18.2,-0.1,2904
109/02/26,9891764,180479288,18.1,18.4,18.05,18.4,0.2,2918
109/02/27,19999798,367675450,18.4,18.45,18.25,18.45,0.05,4087
109/03/02,17178916,311855102,18.1,18.25,18.1,18.1,-0.35,5678
109/03/03,9043399,164552564,18.2,18.3,18.15,18.15,0.05,2462
109/03/04,11931528,216710230,18.1,18.2,18.1,18.2,0.05,2950
109/03/05,12320082,223652472,18.2,18.3,18.1,18.15,-0.05,3793
109/03/06,16255239,293662672,18.15,18.2,18.0,18.05,-0.1,5323
109/03/09,26600284,477178112,17.9,18.0,17.85,17.9,-0.15,8400
109/03/10,20483436,363745120,17.7,17.95,17.65,17.9,0.0,6612
109/03/11,14119358,252345575,17.85,17.95,17.8,17.85,-0.05,5370
109/03/12,28947423,501527443,17.65,17.7,17.15,17.2,-0.65,9778
109/03/13,36685637,613064926,16.5,17.35,16.35,17.1,-0.1,10164
109/03/16,21320738,360664682,17.1,17.15,16.75,16.75,-0.35,7294
109/03/17,26656664,439408040,16.35,16.65,16.35,16.5,-0.25,7762
109/03/18,24219785,398878966,16.4,16.6,16.3,16.5,0.0,6791
109/03/19,37806680,598079377,16.1,16.2,15.3,15.7,-0.8,8797
109/03/20,25326937,409095307,15.8,16.5,15.8,16.2,0.5,6589
109/03/23,13698571,214699406,15.7,15.85,15.5,15.5,-0.7,4506
109/03/24,16590241,273646888,16.25,16.8,16.2,16.4,0.9,4256
109/03/25,23155478,397619909,16.9,17.35,16.9,17.15,0.75,6222
109/03/26,12643920,217625758,17.25,17.35,17.0,17.2,0.05,3501
109/03/27,13080008,227796216,17.5,17.6,17.25,17.4,0.2,4109
109/03/30,12328934,212426393,17.15,17.45,16.95,17.3,-0.1,3730
109/03/31,25147591,443403695,17.8,18.1,17.3,17.3,0.0,6502
109/04/01,13713390,242504379,17.45,17.85,17.4,17.75,0.45,4190
109/04/06,18599831,334115609,18.0,18.1,17.75,18.1,0.35,5254
109/04/07,18913201,342536927,18.25,18.4,17.9,18.1,0.0,5515
109/04/08,16137230,292710916,18.1,18.25,18.05,18.1,0.0,4738
109/04/09,12118167,221201048,18.2,18.4,18.15,18.3,0.2,3784
109/04/10,5758082,105225586,18.35,18.4,18.2,18.3,0.0,2175
109/04/13,6259493,114495374,18.3,18.35,18.15,18.35,0.05,2513
109/04/14,15030369,278621111,18.4,18.6,18.4,18.55,0.2,5017
109/04/15,21737534,408559567,18.6,18.9,18.6,18.85,0.3,7053
109/04/16,13672094,256268400,18.7,18.85,18.55,18.85,0.0,4052
109/04/17,16640979,313240985,18.9,19.0,18.6,18.7,-0.15,6091
109/04/20,13329387,248669887,18.7,18.8,18.55,18.7,0.0,4108
109/04/21,19739015,363349256,18.55,18.65,18.0,18.45,-0.25,6268
109/04/22,18879383,350466496,18.3,18.7,18.25,18.7,0.25,5418
109/04/23,15342372,286702137,18.7,18.8,18.55,18.75,0.05,4369
109/04/24,9707657,180964828,18.65,18.75,18.55,18.55,-0.2,3720
109/04/27,15042578,283456104,18.65,18.9,18.65,18.9,0.35,4914
109/04/28,14826932,281034958,19.0,19.05,18.8,18.95,0.05,4422
109/04/29,13012640,247916761,19.0,19.1,18.95,19.1,0.15,5251
109/04/30,23493369,447740226,19.1,19.15,18.95,19.1,0.0,5414
109/05/04,13101371,244009675,18.45,18.75,18.45,18.6,-0.5,4956
109/05/05,6716834,125562580,18.75,18.8,18.6,18.65,0.05,2974
109/05/06,10415021,194498479,18.6,18.8,18.5,18.65,0.0,3680
109/05/07,7134252,133790108,18.65,18.85,18.65,18.7,0.05,2552
109/05/08,8290598,156357379,18.95,19.0,18.8,18.8,0.1,2767
109/05/11,11522030,218020188,18.95,19.0,18.8,18.8,0.0,4095
109/05/12,10650521,200925170,18.75,18.95,18.75,18.8,0.0,3276
109/05/13,10306071,195437449,18.8,19.05,18.75,19.0,0.2,3431
109/05/14,17215461,321827957,18.8,18.8,18.6,18.6,-0.4,5935
109/05/15,18664807,344628397,18.6,18.65,18.3,18.45,-0.15,6885
109/05/18,6443743,119020163,18.35,18.55,18.35,18.45,0.0,2537
109/05/19,9730674,180192851,18.65,18.7,18.45,18.5,0.05,2984
109/05/20,8275080,153175659,18.6,18.6,18.45,18.5,0.0,2559
109/05/21,9367148,173905032,18.65,18.65,18.5,18.6,0.1,2561
109/05/22,9917256,183045725,18.6,18.6,18.4,18.4,-0.2,3228
109/05/25,6315675,116538247,18.55,18.6,18.35,18.45,0.05,1657
109/05/26,10090692,187735859,18.6,18.75,18.5,18.55,0.1,2797
109/05/27,10163210,189204540,18.65,18.7,18.5,18.65,0.1,3413
109/05/28,13253034,245134632,18.65,18.7,18.4,18.4,-0.25,4482
109/05/29,24266990,459145680,18.4,19.1,18.4,19.1,0.7,3326
109/06/01,17993368,340473331,19.0,19.0,18.8,18.9,-0.2,6946
109/06/02,10233110,193949906,18.95,19.0,18.85,19.0,0.1,3786
109/06/03,15899380,302988220,19.05,19.2,19.0,19.0,0.0,4615
109/06/04,11370252,216621988,19.15,19.15,19.0,19.05,0.05,3495
109/06/05,10618808,202462352,19.05,19.1,19.0,19.1,0.05,2880
109/06/08,22702574,436203586,19.15,19.35,19.05,19.2,0.1,6714
109/06/09,13021015,250292006,19.2,19.3,19.15,19.2,0.0,3872
109/06/10,14069318,269929790,19.1,19.25,19.1,19.1,-0.1,4921
109/06/11,13937265,267585788,19.15,19.3,19.05,19.1,0.0,4863
109/06/12,14967852,283904229,18.85,19.15,18.75,18.9,-0.2,5754
109/06/15,9205892,174928575,19.0,19.1,18.9,18.9,0.0,2970
109/06/16,11528839,221363646,19.1,19.3,19.05,19.15,0.25,4790
109/06/17,12590014,243719653,19.3,19.4,19.25,19.35,0.2,4499
109/06/18,13321664,259889484,19.4,19.6,19.35,19.55,0.2,5115
109/06/19,22620691,442511209,19.55,19.75,19.35,19.5,-0.05,5289
109/06/22,19727786,379506218,19.4,19.45,19.15,19.2,-0.3,5302
109/06/23,11823403,228441870,19.3,19.4,19.1,19.4,0.2,2829
109/06/24,13912300,271151355,19.45,19.6,19.4,19.45,0.05,2978
109/06/29,11831906,229234048,19.3,19.5,19.2,19.45,0.0,2937
109/06/30,12051396,232718526,19.5,19.5,19.25,19.25,-0.2,2708
109/07/01,11580141,226706028,19.35,19.7,19.3,19.55,+0.30,3106
109/07/02,18336790,363332010,19.6,19.95,19.6,19.95,+0.40,4374
109/07/03,13321059,265034038,20.0,20.05,19.8,19.8,-0.15,4423
109/07/06,17892740,357500550,19.85,20.05,19.85,20.05,+0.25,4888
109/07/07,15494618,310280794,20.1,20.15,19.95,20.05,0.00,4099
109/07/08,29027890,588153669,20.1,20.45,20.05,20.4,+0.35,7118
109/07/09,22689037,461666158,20.45,20.5,20.15,20.15,-0.25,6006
109/07/10,16739042,335520340,20.1,20.15,19.9,20.0,-0.15,5782
109/07/13,24996257,506064510,20.1,20.4,20.1,20.25,+0.25,4794
109/07/14,26018635,527771910,20.35,20.4,20.05,20.1,-0.15,5454
109/07/15,38669483,782905778,20.3,20.35,20.15,20.2,+0.10,5990
109/07/16,53472941,1072006178,20.2,20.25,19.9,20.0,-0.20,11974
109/07/17,53689536,994551149,18.75,18.8,18.2,18.4,X0.00,17417
109/07/20,21921389,404603311,18.45,18.6,18.35,18.5,+0.10,6203
109/07/21,17836972,335300542,18.65,18.95,18.65,18.85,+0.35,6489
109/07/22,11545362,217520190,18.85,18.9,18.75,18.85,0.00,3925
109/07/23,11361304,212913180,18.8,18.8,18.65,18.75,-0.10,3459
109/07/24,12923018,239701014,18.7,18.8,18.45,18.45,-0.30,4734
109/07/27,7771291,143301986,18.45,18.6,18.35,18.35,-0.10,2971
109/07/28,17336736,317862079,18.25,18.5,18.2,18.3,-0.05,2998
109/07/29,12484990,229440991,18.3,18.5,18.25,18.25,-0.05,3086
109/07/30,11052503,203352305,18.35,18.6,18.25,18.45,+0.20,2370
109/07/31,16480178,306130894,18.5,18.65,18.4,18.65,+0.20,2435
109/08/03,11406577,210134123,18.7,18.75,18.3,18.35,-0.3,4663
109/08/04,9773493,180616456,18.55,18.6,18.35,18.45,0.1,2990
109/08/05,14654800,273225331,18.6,18.75,18.55,18.6,0.15,4672
109/08/06,11050815,206868698,18.8,18.85,18.6,18.75,0.15,3243
109/08/07,7474901,139809230,18.7,18.8,18.6,18.7,-0.05,2625
109/08/10,14873058,280784702,18.8,19.0,18.8,19.0,0.3,3699
109/08/11,11338074,214769880,19.1,19.15,18.8,18.8,-0.2,4060
109/08/12,6156755,114946891,18.8,18.8,18.6,18.65,-0.15,2347
109/08/13,11311383,210138811,18.8,18.8,18.5,18.6,-0.05,4384
109/08/14,6052204,112635435,18.55,18.7,18.5,18.65,0.05,2244
109/08/17,9637283,179772804,18.7,18.75,18.55,18.7,0.05,3486
109/08/18,8541800,159520273,18.75,18.75,18.55,18.75,0.05,3089
109/08/19,12570791,234675483,18.8,18.8,18.6,18.6,-0.15,3926
109/08/20,24336887,447270720,18.55,18.55,18.25,18.35,-0.25,6719
109/08/21,19146277,352030338,18.35,18.55,18.25,18.4,0.05,4685
109/08/24,7233314,133703793,18.4,18.55,18.4,18.45,0.05,2285
109/08/25,17992634,338526844,18.55,18.95,18.5,18.8,0.35,5208
109/08/26,9575328,180448084,18.8,18.95,18.75,18.95,0.15,3379
109/08/27,10657432,201185541,19.0,19.05,18.7,18.9,-0.05,3288
109/08/28,7528407,141830231,18.9,18.95,18.7,18.85,-0.05,3031
109/08/31,21351895,397042918,18.95,18.95,18.5,18.5,-0.35,3588
109/09/01,13430382,252329974,18.6,18.95,18.6,18.85,0.35,3390
109/09/02,50186615,978515004,19.15,20.0,19.1,19.6,0.75,15974
109/09/03,27171764,530937006,19.7,19.8,19.25,19.25,-0.35,9242
109/09/04,12899669,245819746,19.0,19.2,18.85,19.2,-0.05,4371
109/09/07,8483091,162622961,19.2,19.3,19.05,19.1,-0.1,3264
109/09/08,6516021,124713281,19.25,19.25,19.05,19.2,0.1,2550
109/09/09,10434152,198413145,19.15,19.15,18.9,19.0,-0.2,3350
109/09/10,8076502,154384516,19.2,19.2,19.05,19.1,0.1,2596
109/09/11,6238305,119270753,19.1,19.2,19.05,19.15,0.05,2128
109/09/14,6366579,121982514,19.25,19.3,19.1,19.15,0.0,2517
109/09/15,15676533,304997473,19.3,19.6,19.3,19.45,0.3,5791
109/09/16,9463971,184543718,19.6,19.65,19.35,19.35,-0.1,3743
109/09/17,5990291,116046327,19.35,19.45,19.3,19.4,0.05,2489
109/09/18,15394523,301342044,19.45,19.7,19.35,19.7,0.3,3574
109/09/21,7268850,141908168,19.65,19.7,19.35,19.35,-0.35,2966
109/09/22,9324818,178358756,19.3,19.3,19.0,19.1,-0.25,2899
109/09/23,8466510,161597243,19.1,19.25,19.0,19.15,0.05,3048
109/09/24,12812634,242456567,18.95,19.1,18.8,18.8,-0.35,4170
109/09/25,8976285,169476680,18.85,19.05,18.8,18.9,0.1,2714
109/09/28,7561043,145222149,18.9,19.3,18.9,19.3,0.4,2617
109/09/29,9506191,183782469,19.4,19.4,19.25,19.35,0.05,2220
109/09/30,11395880,217877642,19.35,19.35,19.05,19.05,-0.3,2494
109/10/05,8904826,169258244,19.1,19.25,18.9,18.9,-0.15,3008
109/10/06,7808824,148495656,19.1,19.2,18.9,19.0,0.1,3121
109/10/07,5419320,102780730,18.9,19.05,18.9,18.9,-0.1,2037
109/10/08,12804335,241742509,18.95,18.95,18.8,18.85,-0.05,3389
109/10/12,19472067,364430483,18.85,18.95,18.5,18.7,-0.15,6914
109/10/13,4893074,91630024,18.75,18.8,18.65,18.7,0.0,2024
109/10/14,8026950,151571025,18.75,18.95,18.75,18.95,0.25,1919
109/10/15,7598385,142615722,18.95,18.95,18.7,18.7,-0.25,2573
109/10/16,8641910,161014091,18.7,18.8,18.55,18.55,-0.15,2922
109/10/19,5930795,110343964,18.6,18.7,18.55,18.55,0.0,2308
109/10/20,5984303,111197526,18.55,18.65,18.55,18.6,0.05,2880
109/10/21,9131330,169347102,18.7,18.7,18.5,18.5,-0.1,3858
109/10/22,13622868,252569330,18.65,18.7,18.5,18.5,0.0,4735
109/10/23,5656778,105117704,18.55,18.65,18.5,18.6,0.1,1922
109/10/26,5096028,94972188,18.7,18.7,18.6,18.65,0.05,2401
109/10/27,9488305,176427871,18.6,18.65,18.55,18.6,-0.05,2321
109/10/28,10465716,196089822,18.55,18.8,18.55,18.75,0.15,2913
109/10/29,17607013,331420284,18.7,18.95,18.6,18.95,0.2,4785
109/10/30,15735813,294584243,18.95,18.95,18.6,18.6,-0.35,3573
109/11/02,5267403,98297606,18.6,18.75,18.6,18.65,0.05,1498
109/11/03,4876943,91598397,18.7,18.85,18.7,18.75,0.1,1644
109/11/04,4895346,91883044,18.8,18.85,18.7,18.7,-0.05,1852
109/11/05,4977591,93434114,18.85,18.9,18.6,18.85,0.15,2177
109/11/06,5350743,100954825,18.85,18.9,18.8,18.9,0.05,1910
109/11/09,9626539,181430032,18.95,19.0,18.7,18.95,0.05,2945
109/11/10,17942032,340771982,19.05,19.15,18.75,19.1,0.15,5187
109/11/11,16534027,317259065,19.1,19.35,19.0,19.35,0.25,6100
109/11/12,9150450,174678451,19.3,19.3,19.0,19.1,-0.25,2989
109/11/13,8241420,157405127,19.1,19.3,19.0,19.1,0.0,2717
109/11/16,18569962,359024447,19.2,19.4,19.15,19.4,0.3,6450
109/11/17,13011069,252917002,19.5,19.55,19.35,19.4,0.0,3814
109/11/18,14195359,276838194,19.4,19.55,19.4,19.55,0.15,4601
109/11/19,10276409,200466870,19.55,19.55,19.45,19.5,-0.05,3003
109/11/20,8951240,174638627,19.5,19.55,19.45,19.55,0.05,2623
109/11/23,14754523,290289587,19.6,19.8,19.55,19.7,0.15,4215
109/11/24,10339522,203400958,19.8,19.8,19.6,19.6,-0.1,3123
109/11/25,6171097,120681541,19.65,19.7,19.45,19.55,-0.05,2269
109/11/26,6862365,133837011,19.5,19.6,19.45,19.55,0.0,2374
109/11/27,14952870,288792501,19.5,19.55,19.25,19.25,-0.3,5502
109/11/30,34827536,671320992,19.3,19.4,19.05,19.3,0.05,5490
109/12/01,9382947,180431432,19.3,19.35,19.1,19.3,0.0,3190
109/12/02,11331555,219335468,19.3,19.45,19.3,19.35,0.05,4152
109/12/03,10619037,206010954,19.35,19.5,19.3,19.45,0.1,3860
109/12/04,14338647,280598544,19.5,19.7,19.45,19.55,0.1,4346
109/12/07,36850846,733434885,19.7,20.1,19.65,20.1,0.55,11495
109/12/08,46405888,945763408,20.3,20.65,20.1,20.35,0.25,13934
109/12/09,20775578,422657130,20.45,20.5,20.15,20.5,0.15,6816
109/12/10,26876340,552421195,20.55,20.8,20.3,20.5,0.0,8094
109/12/11,19037256,389364426,20.6,20.75,20.15,20.45,-0.05,6500
109/12/14,17113103,354134185,20.6,20.8,20.55,20.6,0.15,5793
109/12/15,16720136,343637251,20.65,20.8,20.4,20.5,-0.1,4681
109/12/16,20205890,418656499,20.7,20.85,20.6,20.85,0.35,7795
109/12/17,21219243,443427089,20.9,21.0,20.7,21.0,0.15,6481
109/12/18,20273124,421792926,21.0,21.0,20.7,20.7,-0.3,6080
109/12/21,13077582,267570131,20.6,20.7,20.3,20.5,-0.2,4160
109/12/22,11106514,227561611,20.5,20.65,20.4,20.45,-0.05,3904
109/12/23,7531164,153238748,20.4,20.45,20.3,20.3,-0.15,2371
109/12/24,9112918,186841115,20.45,20.65,20.4,20.4,0.1,2467
109/12/25,7066525,145178912,20.5,20.6,20.45,20.6,0.2,2627
109/12/28,10292745,214152599,20.7,20.9,20.7,20.8,0.2,3650
109/12/29,13315837,277310933,20.8,20.95,20.7,20.95,0.15,3792
109/12/30,10258197,213506139,20.95,20.95,20.7,20.9,-0.05,3825
109/12/31,9022225,187101036,20.9,20.9,20.7,20.7,-0.2,2110
110/01/04,16358745,341382774,20.7,21.0,20.7,20.8,0.1,4245
110/01/05,38736859,827805639,20.85,21.8,20.8,21.55,0.75,13685
110/01/06,30875242,654084388,21.8,21.95,20.8,21.05,-0.5,10892
110/01/07,15605942,329357606,21.05,21.35,21.0,21.0,-0.05,4176
110/01/08,23356599,495095193,21.05,21.5,20.9,21.5,0.5,6108
110/01/11,26088336,566088191,21.5,21.8,21.5,21.8,0.3,7663
110/01/12,22880933,497504280,21.75,21.9,21.6,21.65,-0.15,6991
110/01/13,19176662,418762251,21.8,21.95,21.7,21.8,0.15,7906
110/01/14,36450938,808471319,21.8,22.4,21.8,22.25,0.45,13339
110/01/15,56685017,1280365053,22.5,23.15,22.15,22.25,0.0,18223
110/01/18,24935831,538190807,22.05,22.15,21.0,21.55,-0.7,7800
110/01/19,21169036,458280272,21.7,22.0,21.4,21.5,-0.05,6095
110/01/20,38536326,807937098,21.6,21.7,20.6,20.8,-0.7,10547
110/01/21,13693247,286356684,20.9,21.1,20.8,20.8,0.0,5546
110/01/22,18247113,384641361,21.0,21.3,20.6,21.3,0.5,7209
110/01/25,21995560,468643243,21.3,21.5,21.0,21.4,0.1,7028
110/01/26,17745072,381474257,21.55,21.7,21.35,21.4,0.0,7974
110/01/27,38284761,838324352,21.55,22.4,21.5,21.8,0.4,11341
110/01/28,40737667,900755951,21.65,22.65,21.5,22.15,0.35,13692
110/01/29,27726656,602388646,22.25,22.4,21.45,21.45,-0.7,8920
110/02/01,12984901,277573735,21.5,21.6,21.0,21.35,-0.1,5467
110/02/02,18230039,393063461,21.6,21.9,21.3,21.5,0.15,6851
110/02/03,17649637,383419764,21.65,21.85,21.45,21.8,0.3,5293
110/02/04,19797945,433899763,22.1,22.1,21.75,21.8,0.0,6434
110/02/05,12031905,263071283,22.0,22.0,21.7,21.9,0.1,5283
110/02/17,28409500,620575800,22.1,22.3,21.65,21.75,-0.15,11369
110/02/18,20976140,456662111,21.75,21.95,21.55,21.9,0.15,9609
110/02/19,22860654,496718987,21.8,21.85,21.6,21.85,-0.05,8851
110/02/22,20673238,452067621,21.95,22.0,21.8,21.8,-0.05,7464
110/02/23,22942114,498338103,21.75,21.8,21.65,21.75,-0.05,7782
110/02/24,17409150,381548971,21.85,22.05,21.75,21.9,0.15,5776
110/02/25,23628517,522502541,22.0,22.3,21.95,22.3,0.4,7986
110/02/26,31196177,687936682,22.05,22.2,21.7,22.2,-0.1,8174
110/03/02,25113471,562084946,22.3,22.65,22.2,22.2,0.0,8661
110/03/03,20443111,458755874,22.45,22.6,22.2,22.6,0.4,6300
110/03/04,22099640,493336389,22.55,22.65,22.1,22.2,-0.4,6273
110/03/05,20520829,455284603,22.0,22.4,21.9,22.4,0.2,7656
110/03/08,17244264,386652948,22.55,22.55,22.2,22.4,0.0,4602
110/03/09,18105635,408702548,22.5,22.7,22.35,22.7,0.3,5703
110/03/10,10444391,237639184,22.85,22.95,22.6,22.7,0.0,4575
110/03/11,20862188,477885174,22.85,23.0,22.75,22.95,0.25,6267
110/03/12,10655929,243684408,23.0,23.0,22.75,22.9,-0.05,4186
110/03/15,10390654,236966634,22.9,22.95,22.7,22.95,0.05,3652
110/03/16,29278737,680752465,22.95,23.45,22.9,23.3,0.35,9012
110/03/17,14943897,347837871,23.3,23.4,23.15,23.3,0.0,4886
110/03/18,22981095,542834852,23.5,23.8,23.45,23.7,0.4,7171
110/03/19,42294368,1011769685,23.7,24.3,23.6,23.85,0.15,11827
110/03/22,20951718,495206069,23.85,23.9,23.45,23.65,-0.2,7861
110/03/23,18190588,433704391,23.65,24.05,23.6,24.0,0.35,5902
110/03/24,20521039,486112061,24.0,24.15,23.7,23.95,-0.05,6037
110/03/25,20889620,493286098,23.75,23.95,23.45,23.7,-0.25,8513
110/03/26,11495659,272441603,23.7,23.8,23.6,23.75,0.05,3797
110/03/29,69227990,1801546210,25.65,26.1,25.6,26.1,2.35,14438
110/03/30,110566897,2942323496,26.5,27.0,26.0,27.0,0.9,35510
110/03/31,58571473,1576947095,27.0,27.3,26.7,26.7,-0.3,22448
110/04/01,44430828,1203786659,27.0,27.4,26.6,27.25,+0.55,17559
110/04/06,38791517,1054507919,27.5,27.5,27.0,27.05,-0.20,14685
110/04/07,28773124,778614120,27.0,27.2,26.85,27.1,+0.05,12357
110/04/08,29169029,793610942,27.1,27.4,27.0,27.15,+0.05,12788
110/04/09,24697072,671951629,27.15,27.3,27.05,27.2,+0.05,10689
110/04/12,23758828,648494949,27.5,27.5,27.2,27.2,0.00,8678
110/04/13,40506037,1096069115,27.2,27.3,26.65,26.8,-0.40,13062
110/04/14,25226523,674993796,26.8,27.05,26.4,26.7,-0.10,8542
110/04/15,20377244,544220879,26.65,26.9,26.5,26.7,0.00,6590
110/04/16,23608968,638774850,26.9,27.15,26.85,27.15,+0.45,7465
110/04/19,34146839,941696031,27.2,27.95,27.15,27.55,+0.40,13308
110/04/20,32835071,909404570,27.55,27.95,27.4,27.75,+0.20,11094
110/04/21,32752051,906114121,27.5,27.9,27.5,27.8,+0.05,12527
110/04/22,61995043,1706457824,27.4,27.8,27.4,27.4,-0.40,14829
110/04/23,86033281,2122866535,24.8,25.0,24.4,24.8,X0.00,28842
110/04/26,29736270,734581733,24.95,25.0,24.6,24.75,-0.05,14303
110/04/27,26742407,658111495,24.8,24.85,24.5,24.65,-0.10,12664
110/04/28,40295353,1005720543,24.95,25.3,24.7,24.9,+0.25,15293
110/04/29,25663571,639856138,25.0,25.15,24.7,25.0,+0.10,7597
110/05/03,27476130,671667702,24.8,24.9,24.3,24.35,-0.65,9841
110/05/04,41311402,972233241,24.25,24.35,23.05,23.5,-0.85,14461
110/05/05,20911687,501095980,23.5,24.2,23.45,23.9,0.4,8015
110/05/06,24412398,594772202,23.9,24.7,23.9,24.3,0.4,8673
110/05/07,20047201,486830537,24.0,24.55,23.95,24.55,0.25,8367
110/05/10,21834195,527060033,24.2,24.3,24.0,24.3,-0.25,8747
110/05/11,34547671,817877943,24.0,24.15,23.3,23.5,-0.8,18435
110/05/12,47086107,1056054134,23.3,23.35,21.55,22.35,-1.15,16418
110/05/13,41848002,950329669,22.1,23.2,21.8,22.95,0.6,12235
110/05/14,23617608,539282415,23.1,23.6,22.5,22.7,-0.25,9100
110/05/17,26128881,574208331,21.85,22.45,21.5,21.9,-0.8,9428
110/05/18,25450991,573221412,22.1,22.9,22.0,22.9,1.0,7858
110/05/19,17947372,408617075,22.85,23.0,22.5,22.8,-0.1,6232
110/05/20,31039336,721960241,23.05,23.7,22.9,23.15,0.35,9323
110/05/21,74025581,1796833450,25.45,25.45,23.3,23.3,0.15,19136
110/05/24,13553359,314097651,23.3,23.35,22.95,23.3,0.0,4676
110/05/25,12845283,299721432,23.4,23.45,23.15,23.35,0.05,4562
110/05/26,8325612,194191387,23.4,23.5,23.25,23.3,-0.05,3421
110/05/27,22831561,532249692,23.25,23.45,22.95,23.4,0.1,4438
110/05/28,13381595,312713296,23.45,23.55,23.15,23.3,-0.1,4958
110/05/31,12686557,296525480,23.3,23.5,23.25,23.45,0.15,4988
110/06/01,7628259,179167844,23.45,23.65,23.4,23.45,0.0,2964
110/06/02,15765507,366769745,23.5,23.6,23.05,23.1,-0.35,6741
110/06/03,11790943,273913652,23.25,23.4,23.15,23.4,0.3,4306
110/06/04,12162201,282208137,23.3,23.3,23.15,23.2,-0.2,4582
110/06/07,18268760,420345668,23.25,23.3,22.8,23.05,-0.15,5669
110/06/08,12308563,283938666,23.25,23.25,23.0,23.15,0.1,4659
110/06/09,20509881,471124378,23.1,23.15,22.85,22.95,-0.2,5656
110/06/10,21366807,484911163,22.85,23.05,22.5,22.85,-0.1,7248
110/06/11,18764486,426353319,22.9,22.9,22.6,22.65,-0.2,5952
110/06/15,21998506,493962715,22.65,22.65,22.3,22.5,-0.15,7727
110/06/16,19647728,445875904,22.45,23.0,22.4,23.0,0.5,8699
110/06/17,20075480,459966670,23.15,23.15,22.7,23.05,0.05,7110
110/06/18,26601108,613267869,23.4,23.4,22.9,23.05,0.0,4953
110/06/21,17534819,397890874,22.9,22.95,22.6,22.6,-0.45,7224
110/06/22,28748039,643695846,22.65,22.7,22.3,22.3,-0.3,10855
110/06/23,22891734,506345082,22.3,22.35,22.0,22.1,-0.2,8545
110/06/24,15687206,347082053,22.1,22.25,22.05,22.1,0.0,5620
110/06/25,13496755,298489307,22.15,22.2,22.05,22.05,-0.05,6366
110/06/28,12623363,278141964,22.1,22.1,22.0,22.0,-0.05,5452
110/06/29,15309930,337791026,22.05,22.15,22.0,22.05,0.05,5456
110/06/30,23709763,530138241,22.05,22.55,22.05,22.35,0.3,7194
