日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/06/17,18216980,2029826374,110.5,113.0,110.0,113.0,1.5,11268
110/06/18,30836806,3448966642,112.5,113.0,111.5,111.5,-1.5,12120
110/06/21,35268628,3851837858,110.5,110.5,108.5,108.5,-3.0,25025
110/06/22,22187502,2420791691,109.5,110.0,108.5,108.5,0.0,11877
110/06/23,27861665,3077038861,109.0,112.0,108.5,111.5,3.0,14754
110/06/24,32245265,3633060884,111.5,114.0,111.0,113.0,1.5,14922
110/06/25,35822902,4085680684,114.0,115.0,113.0,113.0,0.0,19887
110/06/28,23851540,2668210950,113.0,113.5,111.0,111.5,-1.5,13223
110/06/29,17814779,1993813362,112.5,112.5,111.5,111.5,0.0,9753
110/06/30,31230317,3519673041,112.0,113.5,112.0,112.0,0.5,13468
